gameTitle,Distrust,不信,
CasperJackson_description,\u8CE2\u304F\u5F37\u3044\u3053\u3068\u306F\u73CD\u3057\u3044\u7D44\u307F\u5408\u308F\u305B\u3067\u3059\u304C\uFF0C\u30AD\u30E3\u30B9\u30D1\u30FC\u306F\u4E21\u65B9\u306E\u7279\u5FB4\u3092\u6301\u3063\u3066\u3044\u307E\u3059\uFF0E\u0020\u30E1\u30AB\u30CB\u30BA\u30E0\u3068\u8907\u96D1\u306A\u69CB\u9020\u306B\u5BFE\u3059\u308B\u5F7C\u306E\u5F37\u3044\u95A2\u5FC3\u306F\uFF0C\u5F7C\u304C\u30A8\u30F3\u30B8\u30CB\u30A2\u306B\u306A\u308B\u3053\u3068\u3092\u9F13\u821E\u3057\u307E\u3057\u305F\uFF0E\u5F7C\u306F\u901A\u5E38\uFF0C\u5F7C\u306E\u30D9\u30EB\u30C8\u306B\u3044\u304F\u3064\u304B\u306E\u9053\u5177\u3092\u6301\u3063\u3066\u3044\u3066\uFF0C\u305D\u308C\u3089\u3092\u4F7F\u3046\u6A5F\u4F1A\u3092\u6C7A\u3057\u3066\u898B\u9003\u3057\u307E\u305B\u3093\uFF0E,\ u8CE2 \ u304F \ u5F37 \ u3044 \ u3053 \ u3068 \ u306F \ u73CD \ u3057 \ u3044 \ u7D44 \ u307F \ u5408 \ u308F \ u305B \ u3067 \ u3059 \ u304C \ uFF0C \ u30AD \ u30E3 \ u30B9 \ u30D1 \ u30FC \ u306F \ u4E21 \ u65B9 \ u306E \ u7279 \ u5FB4 \ u3092 \ u6301 \ u3063 \ u3066 \ u3044 \ u307E \ u3059 \ uFF0E \ U0020 \ u30E1 \ u30AB \ u30CB \ u30BA \ u30E0 \ u3068 \ u8907 \ u96D1 \ u306A \ u69CB \ u9020 \ u306B \ u5BFE \ u3059 \ u308B \ u5F7C \ u306E \ u5F37 \ u3044 \ u95A2 \ u5FC3 \ u306F \ uFF0C \ u5F7C \ u304C \ u30A8 \ u30F3 \ u30B8 \ u30CB \ u30A2 \ u306B \ u306A \ u308B \ u3053 \ u3068 \ u3092 \ u9F13 \ u821E \ u3057 \ u307E \ u3057 \ u305F \ uFF0E \ u5F7C \ u306F \ u901A \ u5E38 \ uFF0C \ u5F7C \ u306E \ u30D9 \ u30EB \ u30C8 \ u306B \ u3044 \ u304F \ u3064 \ u304B \ u306E \ u9053 \ u5177 \ u3092 \ u6301 \ u3063 \ u3066 \ u3044 \ u3066 \ uFF0C \ u305D \ u308C \ u3089 \ u3092 \ u4F7F \ u3046 \ u6A5F \ u4F1A \ u3092 \ u6C7A \ u3057 \ u3066 \ u898B \ u9003 \ u3057 \ u307E \ u305B \ u3093 \ uFF0E,
EmilGustav_caption,\u30A8\u30DF\u30EB\u30FB\u30B0\u30B9\u30BF\u30D5,\ u30A8 \ u30DF \ u30EB \ u30FB \ u30B0 \ u30B9 \ u30BF \ u30D5,エミル・グスタフ
EmilGustav_description,Emil's adventurous spirit led him to many unpleasant encounters with the law during his troubled youth. After wandering through Europe and crashing hundreds of partiescomma he decided to it was time to find himself. His journey of self-discovery took him to the Arcticcomma where he pushed himself to his limits of strength and endurance. One thing is certain: all the partying Emil did taught him how to get by with very little sleep.,エミルの冒険心は彼の問題を抱えた若者の間に法律に多くの不愉快な出会いに彼を導きました。 partiescommaの何百ものヨーロッパをさまよっとクラッシュした後、彼は自分自身を見つけるための時間だったことを決めました。自己発見の彼の旅は、彼が強さと持久力の彼の限界まで自分をプッシュArcticcommaに連れて行きました。一つのことは確かである：すべてのパーティーエミルは非常に少ない睡眠とすることにより取得する方法を彼に教えました。,エミールの冒険心は彼を彼の悩んだ若者の間に法律との多くの不快な出会いに導いた．\nヨーロッパをさまよい，何百もの党を墜落させた後，彼は自分自身を見つける時が来たと決めました．\n彼の自己発見の旅は彼を北極圏へ連れて行き，そこで彼は彼の強さと持久力の限界に彼自身を押しやった．1つ確かなことがあります．パーティーの参加者全員が，ほんの少しの睡眠で済むように彼に教えてくれました．
IrmaDilinger_caption,\u30A4\u30EB\u30DE\u30FB\u30C7\u30A3\u30EA\u30F3\u30B8\u30E3\u30FC,\ u30A4 \ u30EB \ u30DE \ u30FB \ u30C7 \ u30A3 \ u30EA \ u30F3 \ u30B8 \ u30E3 \ u30FC,イルマ・ィリンガー
IrmaDilinger_description,A successful polar expedition requires different kinds of experts. Irma is a psychologist. Her training allows her to remain relaxed and focused in the most critical situations. Irma loves to be in great physical shape. Moreovercomma she prefers to eat light and can suppress the feeling of hunger for a long time.,成功した極性遠征は、専門家のさまざまな種類が必要です。イルマは心理学者です。彼女のトレーニングは、彼女が最も重要な状況ではリラックスして集中を維持することができます。イルマは偉大な物理的な形状であることが大好き。 Moreovercomma彼女は光を食べることを好むと長い時間のために空腹感を抑えることができます。,極地探検を成功させるには，さまざまな種類の専門家が必要です．イルマは心理学者です．彼女の訓練は彼女が最も重大な状況でリラックスして集中することを可能にします．イルマは偉大な体型を維持することが大好きです，さらに軽食を食べることを好み，長期間にわたって空腹感を抑えることができます．
JamesAbrams_caption,\u30B8\u30A7\u30FC\u30E0\u30BA\u30FB\u30A8\u30A4\u30D6\u30E9\u30E0\u30B9,\ u30B8 \ u30A7 \ u30FC \ u30E0 \ u30BA \ u30FB \ u30A8 \ u30A4 \ u30D6 \ u30E9 \ u30E0 \ u30B9,ジェームス・エイブラムス
JamesAbrams_description,James comes from a long line of polar explorers. His grandfather was among the first to conquer the Arctic during his expeditions to \u201Dthe land of icy terror.\u201D An experienced explorercomma James has managed dozens of expeditions and learned to adapt to even the most extreme conditions. He has a strong body and can sustain himself in extremely low temperatures.,ジェームズは、極性探検家の長いラインから来ています。彼の祖父は、彼の遠征中に北極を征服する最初の間にあった「氷の恐怖の土地。」経験豊富なexplorercommaジェームズは遠征の数十を管理し、最も極端な条件を均等に適応するために学んできました。彼は強い身体を持っており、非常に低い温度で自分自身を維持することができます。,ジェームズは極地探検家の血を受け継いでいます．彼の祖父は，恐ろしい冒険の末に北極を征服した最初のチームの中にいました．彼は体が丈夫で，極端に低い温度にも耐えることができます．
KatashiHayashi_caption,\u6797\u0020\u5805\u58EB,\ u6797 \ U0020 \ u5805 \ u58EB,林堅士
KatashiHayashi_description,\u9060\u5F81\u6700\u53E4\u53C2\u306E\u9060\u5F81\u30E1\u30F3\u30D0\u30FC\u3067\u3042\u308B\u5805\u58EB\u306F\uFF0C\u4EBA\u751F\u3092\u6975\u5730\u3067\u306E\u6D3B\u52D5\u306B\u8CBB\u3084\u3057\u307E\u3057\u305F\uFF0E\u5F7C\u306F\u4ECA\u5EA6\u306F\u4F1D\u7D71\u533B\u5B66\u306E\u7814\u7A76\u3092\u884C\u3063\u3066\u304A\u308A\uFF0C\u5FC5\u8981\u306B\u5FDC\u3058\u3066\u305D\u306E\u77E5\u8B58\u3092\u4F7F\u3046\u3053\u3068\u304C\u3067\u304D\u307E\u3059\uFF0E\u591A\u5206\u305D\u308C\u304C\uFF0C\u8AB0\u3082\u5F7C\u3092\u0039\u0032\u6B73\u3060\u3068\u4FE1\u3058\u306A\u3044\u7406\u7531\u3067\u3059\uFF01,\ u9060 \ u5F81 \ u6700 \ u53E4 \ u53C2 \ u306E \ u9060 \ u5F81 \ u30E1 \ u30F3 \ u30D0 \ u30FC \ u3067 \ u3042 \ u308B \ u5805 \ u58EB \ u306F \ uFF0C \ u4EBA \ u751F \ u3092 \ u6975 \ u5730 \ u3067 \ u306E \ u6D3B \ u52D5 \ u306B \ u8CBB \ u3084 \ u3057 \ u307E \ u3057 \ u305F \ uFF0E \ u5F7C \ u306F \ u4ECA \ u5EA6 \ u306F \ u4F1D \ u7D71 \ u533B \ u5B66 \ u306E \ u7814 \ u7A76 \ u3092 \ u884C \ u3063 \ u3066 \ u304A \ u308A \ uFF0C \ u5FC5 \ u8981 \ u306B \ u5FDC \ u3058 \ u3066 \ u305D \ u306E \ u77E5 \ u8B58 \ u3092 \ u4F7F \ u3046 \ u3053 \ u3068 \ u304C \ u3067 \ u304D \ u307E \ u3059 \ uFF0E \ u591A \ u5206 \ u305D \ u308C \ u304C \ uFF0C \ u8AB0 \ u3082 \ u5F7C \ u3092 \ u0039 \ u0032 \ u6B73 \ u3060 \ u3068 \ u4FE1 \ u3058 \ u306A \ u3044 \ u7406 \ u7531 \ u3067 \ u3059 \ uFF01,
MartinBrown_caption,\u30DE\u30FC\u30C6\u30A3\u30F3\u30FB\u30D6\u30E9\u30A6\u30F3,\ u30DE \ u30FC \ u30C6 \ u30A3 \ u30F3 \ u30FB \ u30D6 \ u30E9 \ u30A6 \ u30F3,マーティｎ・ブラウン
MartinBrown_description,\u30DE\u30FC\u30C6\u30A3\u30F3\u306E\u5F37\u3055\u306F\u5F7C\u306E\u7CBE\u795E\u3067\u306F\u306A\u304F\uFF0C\u7B4B\u8089\u306B\u3042\u308A\u307E\u3059\uFF0E\u3086\u3048\u306B\uFF0C\u5F7C\u306F\u7CBE\u795E\u7684\u3067\u306F\u306A\u304F\u8EAB\u4F53\u7684\u306B\u554F\u984C\u3092\u89E3\u6C7A\u3059\u308B\u3053\u3068\u3092\u597D\u307F\u307E\u3059\uFF0E\u3068\u306F\u3044\u3048\uFF0C\u5F7C\u306F\u4FE1\u3058\u3089\u308C\u306A\u3044\u307B\u3069\u512A\u79C0\u306A\u7537\u6027\u3067\u3042\u308A\uFF0C\u305D\u3057\u3066\u3059\u3079\u3066\u306E\u6975\u5730\u63A2\u691C\u5BB6\u306E\u89AA\u53CB\u3067\u3059\uFF0E\uFF08\u30E0\u30FC\u30C9\u30E1\u30FC\u30AB\u30FC\u3067\u3059\uFF01\uFF09,\ u30DE \ u30FC \ u30C6 \ u30A3 \ u30F3 \ u306E \ u5F37 \ u3055 \ u306F \ u5F7C \ u306E \ u7CBE \ u795E \ u3067 \ u306F \ u306A \ u304F \ uFF0C \ u7B4B \ u8089 \ u306B \ u3042 \ u308A \ u307E \ u3059 \ uFF0E \ u3086 \ u3048 \ u306B \ uFF0C \ u5F7C \ u306F \ u7CBE \ u795E \ u7684 \ u3067 \ u306F \ u306A \ u304F \ u8EAB \ u4F53 \ u7684 \ u306B \ u554F \ u984C \ u3092 \ u89E3 \ u6C7A \ u3059 \ u308B \ u3053 \ u3068 \ u3092 \ u597D \ u307F \ u307E \ u3059 \ uFF0E \ u3068 \ u306F \ u3044 \ u3048 \ uFF0C \ u5F7C \ u306F \ u4FE1 \ u3058 \ u3089 \ u308C \ u306A \ u3044 \ u307B \ u3069 \ u512A \ u79C0 \ u306A \ u7537 \ u6027 \ u3067 \ u3042 \ u308A \ uFF0C \ u305D \ u3057 \ u3066 \ u3059 \ u3079 \ u3066 \ u306E \ u6975 \ u5730 \ u63A2 \ u691C \ u5BB6 \ u306E \ u89AA \ u53CB \ u3067 \ u3059 \ uFF0E \ uFF08 \ u30E0 \ u30FC \ u30C9 \ u30E1 \ u30FC \ u30AB \ u30FC \ u3067 \ u3059 \ uFF01 \ uFF09,
MaryStone_caption,\u30E1\u30A2\u30EA\u30FC\u30FB\u30B9\u30C8\u30FC\u30F3,\ u30E1 \ u30A2 \ u30EA \ u30FC \ u30FB \ u30B9 \ u30C8 \ u30FC \ u30F3,メアリー・ストーン
MaryStone_description,\u30E1\u30A2\u30EA\u30FC\u306F\u5B66\u751F\u3067\uFF0C\u6804\u990A\u5B66\u3092\u5C02\u653B\u3057\u3066\u3044\u307E\u3059\uFF0E\u30B3\u30FC\u30D2\u30FC\u3068\u30CB\u30B3\u30C1\u30F3\u30D5\u30EA\u30FC\u306E\u30BF\u30D0\u30B3\u304C\u597D\u304D\u306A\u30DF\u30FC\u30CF\u30FC\u3067\u3059\uFF0E\u5F7C\u5973\u306F\u63A2\u691C\u968A\u306B\u52A0\u308F\u308A\uFF0C\u6975\u5BD2\u306E\u74B0\u5883\u3067\u306E\u6599\u7406\u3092\u7814\u7A76\u3057\u307E\u3057\u305F\uFF0E\u8AB0\u304B\u304C\u5317\u6975\u570F\u3067\u304A\u3044\u3057\u3044\u98DF\u4E8B\u3092\u4F5C\u308B\u65B9\u6CD5\u3092\u7406\u89E3\u3067\u304D\u308B\u3068\u3059\u308C\u3070\uFF0C\u305D\u308C\u306F\u30E1\u30A2\u30EA\u30FC\u3067\u3059\uFF0E,\ u30E1 \ u30A2 \ u30EA \ u30FC \ u306F \ u5B66 \ u751F \ u3067 \ uFF0C \ u6804 \ u990A \ u5B66 \ u3092 \ u5C02 \ u653B \ u3057 \ u3066 \ u3044 \ u307E \ u3059 \ uFF0E \ u30B3 \ u30FC \ u30D2 \ u30FC \ u3068 \ u30CB \ u30B3 \ u30C1 \ u30F3 \ u30D5 \ u30EA \ u30FC \ u306E \ u30BF \ u30D0 \ u30B3 \ u304C \ u597D \ u304D \ u306A \ u30DF \ u30FC \ u30CF \ u30FC \ u3067 \ u3059 \ uFF0E \ u5F7C \ u5973 \ u306F \ u63A2 \ u691C \ u968A \ u306B \ u52A0 \ u308F \ u308A \ uFF0C \ u6975 \ u5BD2 \ u306E \ u74B0 \ u5883 \ u3067 \ u306E \ u6599 \ u7406 \ u3092 \ u7814 \ u7A76 \ u3057 \ u307E \ u3057 \ u305F \ uFF0E \ u8AB0 \ u304B \ u304C \ u5317 \ u6975 \ u570F \ u3067 \ u304A \ u3044 \ u3057 \ u3044 \ u98DF \ u4E8B \ u3092 \ u4F5C \ u308B \ u65B9 \ u6CD5 \ u3092 \ u7406 \ u89E3 \ u3067 \ u304D \ u308B \ u3068 \ u3059 \ u308C \ u3070 \ uFF0C \ u305D \ u308C \ u306F \ u30E1 \ u30A2 \ u30EA \ u30FC \ u3067 \ u3059 \ uFF0E,
NatalieShelter_caption,\u30CA\u30BF\u30EA\u30FC\u30FB\u30B7\u30A7\u30EB\u30BF\u30FC,\ u30CA \ u30BF \ u30EA \ u30FC \ u30FB \ u30B7 \ u30A7 \ u30EB \ u30BF \ u30FC,ナタリー・シェルター
NatalieShelter_description,\u30CA\u30BF\u30EA\u30FC\u306F\u5353\u8D8A\u3057\u305F\u79D1\u5B66\u8005\u3067\u3059\uFF0E\u5F7C\u5973\u306E\u3088\u3046\u306A\u30BF\u30A4\u30D7\u306F\u666E\u901A\u9060\u5F81\u306B\u6B53\u8FCE\u3055\u308C\u3066\u3044\u307E\u305B\u3093\u304C\uFF0C\u5F7C\u5973\u306F\u4F8B\u5916\u3067\u3059\uFF0E\u3042\u3089\u3086\u308B\u72B6\u6CC1\u3078\u306E\u8CE2\u660E\u306A\u30A2\u30D7\u30ED\u30FC\u30C1\u3068\u5224\u65AD\u529B\u306F\uFF0C\u5F7C\u5973\u3068\u5171\u306B\u50CD\u3044\u3066\u3044\u308B\u3059\u3079\u3066\u306E\u4EBA\u3092\u9A5A\u304B\u305B\u307E\u3057\u305F\uFF0E\u3055\u3089\u306B\uFF0C\u5F7C\u5973\u306F\u9060\u5F81\u306E\u8AB0\u3088\u308A\u3082\u9053\u5177\u3092\u6271\u3046\u306E\u304C\u5F97\u610F\u3067\u3042\u308A\uFF0C\u8AB0\u3088\u308A\u3082\u9053\u5177\u3092\u9577\u6301\u3061\u3055\u305B\u308B\u3067\u3057\u3087\u3046\uFF0E,\ u30CA \ u30BF \ u30EA \ u30FC \ u306F \ u5353 \ u8D8A \ u3057 \ u305F \ u79D1 \ u5B66 \ u8005 \ u3067 \ u3059 \ uFF0E \ u5F7C \ u5973 \ u306E \ u3088 \ u3046 \ u306A \ u30BF \ u30A4 \ u30D7 \ u306F \ u666E \ u901A \ u9060 \ u5F81 \ u306B \ u6B53 \ u8FCE \ u3055 \ u308C \ u3066 \ u3044 \ u307E \ u305B \ u3093 \ u304C \ uFF0C \ u5F7C \ u5973 \ u306F \ u4F8B \ u5916 \ u3067 \ u3059 \ uFF0E \ u3042 \ u3089 \ u3086 \ u308B \ u72B6 \ u6CC1 \ u3078 \ u306E \ u8CE2 \ u660E \ u306A \ u30A2 \ u30D7 \ u30ED \ u30FC \ u30C1 \ u3068 \ u5224 \ u65AD \ u529B \ u306F \ uFF0C \ u5F7C \ u5973 \ u3068 \ u5171 \ u306B \ u50CD \ u3044 \ u3066 \ u3044 \ u308B \ u3059 \ u3079 \ u3066 \ u306E \ u4EBA \ u3092 \ u9A5A \ u304B \ u305B \ u307E \ u3057 \ u305F \ uFF0E \ u3055 \ u3089 \ u306B \ uFF0C \ u5F7C \ u5973 \ u306F \ u9060 \ u5F81 \ u306E \ u8AB0 \ u3088 \ u308A \ u3082 \ u9053 \ u5177 \ u3092 \ u6271 \ u3046 \ u306E \ u304C \ u5F97 \ u610F \ u3067 \ u3042 \ u308A \ uFF0C \ u8AB0 \ u3088 \ u308A \ u3082 \ u9053 \ u5177 \ u3092 \ u9577 \ u6301 \ u3061 \ u3055 \ u305B \ u308B \ u3067 \ u3057 \ u3087 \ u3046 \ uFF0E,
NicoleSteelman_caption,\u30CB\u30B3\u30EB\u30FB\u30B9\u30C6\u30A3\u30FC\u30EB\u30DE\u30F3,\ u30CB \ u30B3 \ u30EB \ u30FB \ u30B9 \ u30C6 \ u30A3 \ u30FC \ u30EB \ u30DE \ u30F3,ニコル・スティールマン
NicoleSteelman_description,\u30CB\u30B3\u30FC\u30EB\u306F\u9B45\u529B\u7684\u306A\u5973\u6027\u3067\u3059\u304C\uFF0C\u9060\u5F81\u306E\u516C\u5F0F\u30E1\u30F3\u30D0\u30FC\u3067\u306F\u3042\u308A\u307E\u305B\u3093\uFF0E\u305D\u308C\u3069\u3053\u308D\u304B\uFF0C\u5F7C\u5973\u306F\u904E\u9177\u306A\u6761\u4EF6\u3067\u50CD\u304F\u79D1\u5B66\u8005\u306E\u751F\u6D3B\u3092\u53D6\u6750\u3059\u308B\u8986\u9762\u8A18\u8005\u3067\u3059\uFF0E\u8FD1\u304F\u306E\u57FA\u5730\u3067\u306E\u7DCA\u6025\u4E8B\u614B\u306E\u5F8C\uFF0C\u5F7C\u5973\u306F\u8ABF\u67FB\u306E\u6A5F\u4F1A\u3068\u601D\u3044\u7ACB\u3061\uFF0C\u8A00\u8449\u5DE7\u307F\u306B\u904B\u60AA\u304F\u30D8\u30EA\u30B3\u30D7\u30BF\u30FC\u306B\u4E57\u308A\u8FBC\u307F\u307E\u3057\u305F\uFF0E,\ u30CB \ u30B3 \ u30FC \ u30EB \ u306F \ u9B45 \ u529B \ u7684 \ u306A \ u5973 \ u6027 \ u3067 \ u3059 \ u304C \ uFF0C \ u9060 \ u5F81 \ u306E \ u516C \ u5F0F \ u30E1 \ u30F3 \ u30D0 \ u30FC \ u3067 \ u306F \ u3042 \ u308A \ u307E \ u305B \ u3093 \ uFF0E \ u305D \ u308C \ u3069 \ u3053 \ u308D \ u304B \ uFF0C \ u5F7C \ u5973 \ u306F \ u904E \ u9177 \ u306A \ u6761 \ u4EF6 \ u3067 \ u50CD \ u304F \ u79D1 \ u5B66 \ u8005 \ u306E \ u751F \ u6D3B \ u3092 \ u53D6 \ u6750 \ u3059 \ u308B \ u8986 \ u9762 \ u8A18 \ u8005 \ u3067 \ u3059 \ uFF0E \ u8FD1 \ u304F \ u306E \ u57FA \ u5730 \ u3067 \ u306E \ u7DCA \ u6025 \ u4E8B \ u614B \ u306E \ u5F8C \ uFF0C \ u5F7C \ u5973 \ u306F \ u8ABF \ u67FB \ u306E \ u6A5F \ u4F1A \ u3068 \ u601D \ u3044 \ u7ACB \ u3061 \ uFF0C \ u8A00 \ u8449 \ u5DE7 \ u307F \ u306B \ u904B \ u60AA \ u304F \ u30D8 \ u30EA \ u30B3 \ u30D7 \ u30BF \ u30FC \ u306B \ u4E57 \ u308A \ u8FBC \ u307F \ u307E \ u3057 \ u305F \ uFF0E,
OlafHaraldson_caption,\u30AA\u30E9\u30D5\u30FB\u30D8\u30E9\u30EB\u30C9\u30BD\u30F3,\ u30AA \ u30E9 \ u30D5 \ u30FB \ u30D8 \ u30E9 \ u30EB \ u30C9 \ u30BD \ u30F3,オラフ・ハラルドソン
OlafHaraldson_description,\u30AA\u30E9\u30D5\u306F\u30CF\u30A6\u30B9\u30AD\u30FC\u30D1\u30FC\u306E\u8CAC\u4EFB\u8005\u3067\u3059\uFF0E\u5F7C\u304C\u3044\u306A\u3051\u308C\u3070\u6975\u570F\u3067\u306E\u751F\u6D3B\u306F\u8010\u3048\u3089\u308C\u307E\u305B\u3093\uFF0E\u0020\u5F7C\u306F\u0031\u0035\u5E74\u9593\u306E\u4ED5\u4E8B\u306E\u7D4C\u9A13\u306B\u3088\u308A\uFF0C\u76EE\u3092\u9589\u3058\u3066\u3055\u307E\u3056\u307E\u306A\u6A5F\u6750\u3092\u64CD\u4F5C\u3067\u304D\u307E\u3059\uFF0E,\ u30AA \ u30E9 \ u30D5 \ u306F \ u30CF \ u30A6 \ u30B9 \ u30AD \ u30FC \ u30D1 \ u30FC \ u306E \ u8CAC \ u4EFB \ u8005 \ u3067 \ u3059 \ uFF0E \ u5F7C \ u304C \ u3044 \ u306A \ u3051 \ u308C \ u3070 \ u6975 \ u570F \ u3067 \ u306E \ u751F \ u6D3B \ u306F \ u8010 \ u3048 \ u3089 \ u308C \ u307E \ u305B \ u3093 \ uFF0E \ U0020 \ u5F7C \ u306F \ u0031 \ u0035 \ u5E74 \ u9593 \ u306E \ u4ED5 \ u4E8B \ u306E \ u7D4C \ u9A13 \ u306B \ u3088 \ u308A \ uFF0C \ u76EE \ u3092 \ u9589 \ u3058 \ u3066 \ u3055 \ u307E \ u3056 \ u307E \ u306A \ u6A5F \ u6750 \ u3092 \ u64CD \ u4F5C \ u3067 \ u304D \ u307E \ u3059 \ uFF0E,
OlgaKramer_caption,\u30AA\u30EB\u30AC\u30FB\u30AF\u30EC\u30A4\u30DE\u30FC,\ u30AA \ u30EB \ u30AC \ u30FB \ u30AF \ u30EC \ u30A4 \ u30DE \ u30FC,
OlgaKramer_description,\u30AA\u30EB\u30AC\u306F\u5728\u5EAB\u4F1A\u8A08\u30B5\u30FC\u30D3\u30B9\u90E8\u9580\u306E\u51FA\u8EAB\u3067\u3059\uFF0E\u5947\u5999\u306A\u7406\u7531\u3067\uFF0C\u5F7C\u5973\u306F\u0053\u004F\u0053\u306E\u5834\u6240\u306B\u9001\u3089\u308C\u305F\u4E57\u7D44\u54E1\u3068\u4E00\u7DD2\u306B\u30BF\u30B0\u3092\u4ED8\u3051\u308B\u3053\u3068\u306B\u3057\u307E\u3057\u305F\uFF0E\u30AA\u30EB\u30AC\u306F\u96C6\u4E2D\u529B\u304C\u9AD8\u304F\uFF0C\u3069\u306E\u30A2\u30A4\u30C6\u30E0\u304C\u6975\u5EA7\u6A19\u3067\u898B\u3064\u304B\u308B\u304B\u3092\u77E5\u3063\u3066\u3044\u307E\u3059\uFF0E,\ u30AA \ u30EB \ u30AC \ u306F \ u5728 \ u5EAB \ u4F1A \ u8A08 \ u30B5 \ u30FC \ u30D3 \ u30B9 \ u90E8 \ u9580 \ u306E \ u51FA \ u8EAB \ u3067 \ u3059 \ uFF0E \ u5947 \ u5999 \ u306A \ u7406 \ u7531 \ u3067 \ uFF0C \ u5F7C \ u5973 \ u306F \ u0053 \ u004F \ u0053 \ u306E \ u5834 \ u6240 \ u306B \ u9001 \ u3089 \ u308C \ u305F \ u4E57 \ u7D44 \ u54E1 \ u3068 \ u4E00 \ u7DD2 \ u306B \ u30BF \ u30B0 \ u3092 \ u4ED8 \ u3051 \ u308B \ u3053 \ u3068 \ u306B \ u3057 \ u307E \ u3057 \ u305F \ uFF0E \ u30AA \ u30EB \ u30AC \ u306F \ u96C6 \ u4E2D \ u529B \ u304C \ u9AD8 \ u304F \ uFF0C \ u3069 \ u306E \ u30A2 \ u30A4 \ u30C6 \ u30E0 \ u304C \ u6975 \ u5EA7 \ u6A19 \ u3067 \ u898B \ u3064 \ u304B \ u308B \ u304B \ u3092 \ u77E5 \ u3063 \ u3066 \ u3044 \ u307E \ u3059 \ uFF0E,
PhilippStrauss_caption,\u30D5\u30A3\u30EA\u30C3\u30D7\u30FB\u30B7\u30E5\u30C8\u30E9\u30A6\u30B9,\ u30D5 \ u30A3 \ u30EA \ u30C3 \ u30D7 \ u30FB \ u30B7 \ u30E5 \ u30C8 \ u30E9 \ u30A6 \ u30B9,フィリップ・シュトラウス
PhilippStrauss_description,\u7D4C\u9A13\u8C4A\u5BCC\u306A\u533B\u5E2B\u306F\u6975\u5730\u3067\u3082\u4E0D\u53EF\u6B20\u3067\u3059\uFF0E\u30D5\u30A3\u30EA\u30C3\u30D7\u306F\u591A\u304F\u306E\u63A2\u691C\u5BB6\u3092\u51CD\u50B7\u3084\u624B\u8853\u304B\u3089\u6551\u3063\u3066\u304D\u307E\u3057\u305F\uFF0E\u8CE2\u304F\u3066\u6D1E\u5BDF\u306B\u6E80\u3061\u305F\u533B\u8005\u3067\u3042\u308A\uFF0C\u5F7C\u306F\u85AC\u3067\u4ED6\u306E\u8AB0\u306B\u3082\u3067\u304D\u306A\u3044\u6CBB\u7642\u304C\u3067\u304D\u307E\u3059\uFF0E\u5F7C\u306F\u81EA\u5206\u306E\u624B\u3060\u3051\u3067\u547D\u3092\u6551\u3046\u3053\u3068\u3082\u3067\u304D\u307E\u3059\uFF0E,\ u7D4C \ u9A13 \ u8C4A \ u5BCC \ u306A \ u533B \ u5E2B \ u306F \ u6975 \ u5730 \ u3067 \ u3082 \ u4E0D \ u53EF \ u6B20 \ u3067 \ u3059 \ uFF0E \ u30D5 \ u30A3 \ u30EA \ u30C3 \ u30D7 \ u306F \ u591A \ u304F \ u306E \ u63A2 \ u691C \ u5BB6 \ u3092 \ u51CD \ u50B7 \ u3084 \ u624B \ u8853 \ u304B \ u3089 \ u6551 \ u3063 \ u3066 \ u304D \ u307E \ u3057 \ u305F \ uFF0E \ u8CE2 \ u304F \ u3066 \ u6D1E \ u5BDF \ u306B \ u6E80 \ u3061 \ u305F \ u533B \ u8005 \ u3067 \ u3042 \ u308A \ uFF0C \ u5F7C \ u306F \ u85AC \ u3067 \ u4ED6 \ u306E \ u8AB0 \ u306B \ u3082 \ u3067 \ u304D \ u306A \ u3044 \ u6CBB \ u7642 \ u304C \ u3067 \ u304D \ u307E \ u3059 \ uFF0E \ u5F7C \ u306F \ u81EA \ u5206 \ u306E \ u624B \ u3060 \ u3051 \ u3067 \ u547D \ u3092 \ u6551 \ u3046 \ u3053 \ u3068 \ u3082 \ u3067 \ u304D \ u307E \ u3059 \ uFF0E,
RadgShumpur_caption,\u30E9\u30FC\u30B8\u30FB\u30B7\u30E5\u30F3\u30D7\u30FC\u30EB,\ u30E9 \ u30FC \ u30B8 \ u30FB \ u30B7 \ u30E5 \ u30F3 \ u30D7 \ u30FC \ u30EB,ラッド・シュンプール
